Anleggsnavn;Anleggsnr;Status;Eier;Driver;Anleggsklasse;Anleggskategori;Anleggstype;Universal utforming;Måldata 1;Måldata 2;Måldata 3;Måldata 4;NGO X koordinat;NGO Y koordinat;NGO Akse;UTM Nord;UTM Øst;UTM Sone
Dingemoen skule - ball/leikepl;1429000109;Eksisterende;Fjaler kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 45.00 ;  ;  ;373840;-34960;5;6840114;-12211;33
Våge skule - ballbane;1429000302;Eksisterende;Fjaler kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;366000;-54500;5;6835007;-32700;33
Flekke skule - treningsbane;1429000502;Eksisterende;Fjaler kommune;Fjaler kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;369850;-37100;5;6836444;-14885;33
Hellevik skule/idrettsplass-grusbane ;1429000801;Eksisterende;Hellevik IL;Hellevik IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 105.00 ;Bredde 65.00 ;  ;  ;367830;-46900;5;6835782;-24898;33
Hellevik skule/idrettsplass - Ballbinge;1429000805;Eksisterende;Fjaler kommune;Hellevik IL;Nærmiljøanlegg;Fotballanlegg;Fotball ubestemt;Ja;  ;  ;  ;  ;380198;-296737;;6802247;295248;32
Osen stadion Fotball gressbane;1430000101;Eksisterende;Gaular IL;Gaular IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 90.00 ;Bredde 62.00 ;  ;  ;374850;-19570;6;6839005;3214;32
Sande stadion Kunstgrasbane;1430000201;Eksisterende;Gaular kommune;Gaular IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 90.00 ;Bredde 62.00 ;  ;  ;369970;-13900;7;6833380;8176;32
Sande barne og ungdomsskule Fotballbane;1430000303;Eksisterende;Gaular kommune;Gaular kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 40.00 ;  ;  ;370400;-13550;5;6833759;8582;32
Viksdalen idrettsbane Fotballgrusbane;1430001302;Eksisterende;Viksdalen IL;Viksdalen IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 50.00 ;  ;  ;370540;8150;5;6830922;30150;32
Skei stadion;1431000101;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;398841;23200;6;6856953;48975;33
Skei stadion;1431000102;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;398850;23300;7;6856948;49075;33
Vassenden skule - øyaflata;1431000202;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 80.00 ;Bredde 50.00 ;  ;  ;388785;560;5;6850079;25117;33
Årdalen ballplass;1431002001;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;396010;16400;5;6855077;41836;33
Langhaugane ballplass;1431002201;Eksisterende;Langhaugane Velforening;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;387700;375;5;6849027;24784;33
Bjørkelia idrettsanlegg;1431004301;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;387875;2175;5;6848954;26596;33
Øyaflata, kunstgrassenter;1431005401;Eksisterende;Jølster IL;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 66.00 ;Bredde 44.00 ;  ;  ;388850;3600;7;6849726;28144;33
Førde stadion;1432000101;Eksisterende;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 65.00 ;  ;  ;384570;-10010;6;6847345;14042;33
Førde stadion, kunstgrasbane;1432000102;Eksisterende;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 105.00 ;Bredde 65.00 ;  ;  ;384570;-10010;7;6847345;14042;33
Førde stadion - utstillingspla;1432000104;Nedlagt;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;384570;-10010;5;6847345;14042;33
Kronborg stadion;1432000201;Eksisterende;Førde IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 102.00 ;Bredde 64.00 ;  ;  ;384130;-8870;6;6846752;15114;33
Kletten ballbane;1432002001;Eksisterende;Kletten Grannelag;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 90.00 ;Bredde 45.00 ;  ;  ;385700;-10950;7;6848597;13264;33
Halbrend skule;1432002502;Eksisterende;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 63.00 ;Bredde 38.00 ;  ;  ;384240;-11500;7;6847222;12517;33
Angedalen skule;1432002601;Eksisterende;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 60.00 ;Bredde 38.00 ;  ;  ;383260;-1500;5;6844876;22313;33
Sunde skule, kunstgrasbane;1432003002;Planlagt;;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 66.00 ;Bredde 46.00 ;  ;  ;391254;-255193;7;6814385;336448;32
Sunde skule, kunstgrasbane;1432003004;Planlagt;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;391254;-255193;7;6814385;336448;32
Slåtten skule;1432003301;Eksisterende;Førde kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 66.00 ;Bredde 44.00 ;  ;  ;385800;-8320;7;6848335;15890;33
Mo jordbruksskule;1432003601;Eksisterende;Sogn og Fjordane fylkeskommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 70.00 ;Bredde 40.00 ;  ;  ;382320;-3510;5;6844219;20188;33
Bruland ballfelt;1432003901;Nedlagt;Førde IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 140.00 ;Bredde 60.00 ;  ;  ;382200;-7800;6;6844688;15912;33
Flatene skule, ballbane;1432007101;Eksisterende;;;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Aktivitetsflate 1128.00 meter;Lengde 47.00 meter;Bredde 24.00 meter;Bredde  ;386786;-135904;7;6816872;331367;32
Hafstadparken kunstgrasbaner;1432009101;Planlagt;Førde kommune;Førde kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;394127;-258233;7;6817175;333336;32
Hafstadparken, kunstgrasbane 2;1432009102;Planlagt;Førde kommune;Førde kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;394235;-258182;7;6817284;333384;32
Hafstadparken kunstgrasbane 2;1432009201;Planlagt;Førde kommune;Førde kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;394127;-258233;7;6817175;333336;32
Viebøen fotballbane;1432009502;Eksisterende;Vie Grannelag;Vie Grannelag;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;394246;-256859;7;6817330;334705;32
Naustdal stadion, grusbane;1433000101;Nedlagt;Naustdal kommune;Tambarskjelvar,IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 100.00 meter;Bredde 64.00 meter;  ;  ;391400;-17930;5;6855216;7115;32
Naustdal stadion, kunstgras;1433000105;Eksisterende;Naustdal kommune;Naustdal kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;440862;-583730;7;6855216;7115;32
Stavdalen nærmiljøanlegg - grusbane;1433001902;Eksisterende;Naustdal kommune;Stavdalen Grendalag;Nærmiljøanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert; 0.00 ; 0.00 ;  ;  ;391320;-16750;5;6854974;8276;33
Svelgen stadion;1438000101;Eksisterende;Svelgen T&IF;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;419925;-40335;7;6886630;-11212;33
Svelgen stadion;1438000103;Eksisterende;Svelgen T&IF;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 70.00 ;Bredde 50.00 ;  ;  ;419925;-40335;5;6886630;-11212;33
Svelgen stadion-Undervarmeanlegg;1438000106;Eksisterende;Svelgen T&IF;Svelgen T&IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;433139;-264123;7;6886630;11212;33
Bremanger stadion;1438000201;Eksisterende;Bremanger IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;428190;-56300;6;6897041;-25931;33
Berle stadion;1438000301;Eksisterende;Berle IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 90.00 ;Bredde 60.00 ;  ;  ;425430;-50555;6;6893507;-20604;33
Ålfoten idrettsplass;1438000401;Eksisterende;Ålfoten IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 63.00 ;  ;  ;426505;-20380;5;6890415;9514;33
Davik idrettsanlegg;1438000501;Eksisterende;Davik IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 106.00 ;Bredde 64.00 ;  ;  ;434050;-23350;6;6898317;7604;33
Davik skule;1438000602;Eksisterende;Bremanger kommune;;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;433150;-26940;;6897918;3915;33
Svelgen skule-treningsbane;1438000803;Nedlagt;Bremanger kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 89.00 ;Bredde 48.00 ;  ;  ;419625;-40335;5;6886332;-11253;33
Vardemyra grusbane;1438000901;Eksisterende;Frøy IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 55.00 ;  ;  ;419041;-62420;5;6888796;-33273;33
Treningsbana, hauge;1438003401;Eksisterende;Bremanger IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;428274;-57619;5;6897307;-27230;33
Bjørsvika kunstgrasbane;1438008001;Planlagt;Bremanger IL;Bremanger IL;Nærmiljøanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;  ;  ;  ;  ;441301;-303052;6;6897364;-27162;33
Måløy stadion;1439000101;Eksisterende;Vågsøy kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 110.00 ;Bredde 90.00 ;  ;  ;438475;-49820;6;6906364;-18074;33
Måløy stadion;1439000102;Eksisterende;Vågsøy kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;438475;-49820;5;6906364;-18074;33
Refvik stadion;1439000202;Eksisterende;Vågsøy kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 68.00 ;  ;  ;445860;-50400;6;6913780;-17631;33
Kvalheim idrettsplass;1439000301;Eksisterende;Tornado Fotballkl.;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 48.00 ;  ;  ;444460;-51100;6;6912486;-18519;33
Bryggja stadion;1439000401;Eksisterende;Bryggja IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 103.00 ;Bredde 67.00 ;  ;  ;438443;-34631;5;6904236;-2993;33
Kapellneset idrettsplass;1439000501;Nedlagt;Tornado Fotballkl.;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 105.00 ;Bredde 58.00 ;  ;  ;442606;-47915;5;6910204;-15612;33
Tennebø samfunnshall;1439000902;Eksisterende;Vågsøy kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;436720;-46243;5;6904127;-14764;33
Fotballhall;1439000905;Eksisterende;Vågsøy kommune;;Kommuneanlegg;Fotballanlegg;Fotball Treningshall 70x50;;Lengde 60.00 ;Bredde 40.00 ;Høyde 15.00 ;Høyde  ;0;0;;0;0;0
Skavøypoll stadion - fotballbane;1439001601;Eksisterende;;Skavøypoll IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 97.00 ;Bredde 64.00 ;  ;  ;436651;-46082;7;6904036;-14613;33
Skaredammen idrettspark;1439001701;Eksisterende;A/L Skaredammen Idrettspark;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 105.00 ;Bredde 64.00 ;  ;  ;444296;-48293;5;6911935;-15754;33
Skaredammen idrettspark, kunstgrasbane;1439001704;Planlagt;A/L Skaredammen Idrettspark;A/L Skaredammen Idrettspark;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;498262;-605112;7;6911935;-15754;32
Selje stadion, kunstgrasbane;1441000101;Eksisterende;Selje IL;Selje IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Nei;Lengde 106.00 ;Bredde 65.00 ;  ;  ;482730;-38295;7;6916563;309042;32
Stadtlandet stadion, kunstgrasbane;1441000202;Eksisterende;Stadlandet IL;Stadlandet IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 90.00 ;Bredde 60.00 ;  ;  ;458182;-37585;7;6892010;308635;32
Flatraket stadion;1441000301;Eksisterende;Flatraket IL;Flatraket IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 60.00 ;  ;  ;443149;-43222;6;6877248;302321;32
Selje skule;1441000403;Eksisterende;Selje kommune;Selje IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 60.00 ;Bredde 40.00 ;  ;  ;450472;-36726;5;6884269;309143;32
Selje Idrettspark, kunstgrasbane;1441001701;Eksisterende;Selje IL;Selje IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 110.00 ;Bredde 72.00 ;  ;  ;450570;-36840;7;6884372;309034;32
Eid stadion;1443000101;Eksisterende;Eid IL;Eid IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 67.00 ;  ;  ;420718;-316332;6;6867225;28314;32
Heggjabygda stadion;1443000201;Eksisterende;Heggjabygda IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 45.00 ;  ;  ;0;0;5;686945;20915;32
Klenkaberget stadion;1443000301;Eksisterende;Haugen IL;Haugen IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;423106;-321871;6;6869865;22883;32
Stårheim stadion;1443000401;Eksisterende;Stårheim IL;Stårheim IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 63.00 ;  ;  ;422469;-326875;5;6869455;17850;32
Hjelle skule;1443000502;Eksisterende;Eid kommune;;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;Ikke vurdert;Lengde 70.00 ;Bredde 45.00 ;  ;  ;422263;-312141;;6868580;32576;32
Heia stadion;1443000503;Urealisert;Heia IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 95.00 ;Bredde 55.00 ;  ;  ;436500;1460;5;6897328;32576;33
Eid idrettshus-kunstgras;1443000806;Eksisterende;Eid kommune;Eid Idrettpark BA;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 106.00 ;Bredde 68.00 ;  ;  ;406946;641;7;6868100;27694;33
Plassen park og idr.område;1443000901;Eksisterende;Eid kommune;Eid kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 106.00 ;Bredde 68.00 ;  ;  ;420561;-316924;6;6867095;27715;32
Plassen park og idr.område;1443000902;Eksisterende;Eid kommune;Eid kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 55.00 ;  ;  ;434810;-3090;5;6867098;342033;32
Kunstgrasbane ved Vallhall;1443000906;Planlagt;Eid IL;Eid IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;434810;-3090;7;6867098;342033;32
Holmøyane idrettsplass;1443001101;Eksisterende;Von IL;Von IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 45.00 ;  ;  ;424163;-295199;5;6869710;49604;32
Hornindal stadion - fotball ;1444000101;Eksisterende;Hornindal IL;Hornindal IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 105.00 meter;Bredde 60.00 meter;  ;  ;443528;24305;7;6874564;369791;32
Hornindal stadion, kunstgrasbane;1444000103;Eksisterende;Hornindal kommune;Hornindal IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Aktivitetsflate 6300.00 m2;Bredde 60.00 meter;Lengde 105.00 meter;Lengde  ;450577;-220239;7;6901155;56221;33
Hornindal idrettspark - fotball grasbane;1444000201;Eksisterende;Hornindal IL;Hornindal IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;443184;24490;6;6874212;369961;32
Hornindal idrettspark - Raudedekket;1444000203;Eksisterende;Hornindal IL;Hornindal kommune;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;Ikke vurdert;Lengde 80.00 ;Bredde 40.00 ;  ;  ;443110;24498;;6874137;369965;32
Fura balløkke;1444000301;Ikke i drift;Rasmus Brendefur/Olav Haugen;Hornindal IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 85.00 ;Bredde 50.00 ;  ;  ;446570;31792;5;6877262;377407;32
Idrettsplassen  på sandane - fotballanlegg;1445000101;Eksisterende;Gloppen kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 104.00 ;Bredde 64.00 ;  ;  ;420466;8835;6;6852230;353295;32
Idrettsplassen på sandane - grusbane ved Firdahallen;1445000102;Eksisterende;Gloppen kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 90.00 ;Bredde 55.00 ;  ;  ;420300;8861;5;6852063;353313;32
Byrkjelo stadion;1445000201;Eksisterende;Gloppen kommune;Gloppen kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 101.00 ;Bredde 62.00 ;  ;  ;415730;23830;6;6873630;51922;33
Reed stadion - fotballanlegg;1445000301;Eksisterende;Gloppen kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 100.00 ;Bredde 65.00 ;  ;  ;416075;19071;5;6847381;363320;32
Reed stadion - kunstgrasbane;1445000306;Planlagt;;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;423560;-227433;7;6847387;363321;32
Loggane stadion - fotballanlegg;1445000401;Eksisterende;Brodd, IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 100.00 ;Bredde 60.00 ;  ;  ;419670;4332;5;6851639;348761;32
Idrettsplassen i Hyen - fotballanlegg;1445000801;Eksisterende;Gloppen kommune;Hyen IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 100.00 ;Bredde 60.00 ;  ;  ;416280;-7179;5;6848773;337110;32
Idrettsplassen i Hyen -  kunstgrasbane fotball;1445000807;Planlagt;Gloppen kommune;Gloppen kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;416281;-7176;7;6848774;337113;32
Faleideflata;1445002301;Eksisterende;Gloppen kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;419800;9330;6;6879666;38088;33
Statped Søreide - fotballanlegg;1445002502;Eksisterende;Staten;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 100.00 ;Bredde 60.00 ;  ;  ;418898;8329;6;6850687;352719;32
01 Myklebustflata, kunstgrasbane, elvarbane;1445006901;Eksisterende;;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;419771;8972;7;6851530;353400;32
02 Myklebustflata, kunstgrasbane, sjuarbane;1445006902;Planlagt;;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;419771;8972;7;6851530;353400;32
03 Myklebustflata, kunstgrasbane, femmarbane;1445006903;Planlagt;;;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;419771;8972;7;6851530;353400;32
Stryn stadion;1449000101;Eksisterende;Stryn T Og IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 65.00 ;  ;  ;434985;34450;6;6891279;65112;33
Stryn stadion;1449000102;Nedlagt;Stryn T Og IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;434985;34450;5;6891279;65112;33
Stryn stadion - kunstgrasbane;1449000106;Eksisterende;Stryn T Og IL;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;434900;34390;7;6891203;65041;33
Stryn Aktivitetspark;1449000109;Eksisterende;;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 75.00 ;Bredde 60.00 ;  ;  ;446412;-280584;6;6891293;65231;32
Stryn stadion Ny kunstgrasbane;1449000110;Eksisterende;Stryn T Og IL;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;435058;34535;7;6865640;379625;32
Loen stadion;1449000201;Eksisterende;Loen IL;Loen IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;431040;41945;6;6886332;72007;33
Innvik stadion;1449000301;Eksisterende;Vikane IL;Vikane IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 102.00 ;Bredde 62.00 ;  ;  ;428750;30040;6;6885698;59877;33
Innvik stadion;1449000302;Eksisterende;Vikane IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 45.00 ;  ;  ;428750;30040;5;6885698;59877;33
Lund stadion;1449000401;Eksisterende;Oppstryn IL;Oppstryn IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;436620;55600;6;6889988;86324;33
Olden idrettsplass;1449000501;Eksisterende;Olden IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;426000;40050;5;6881591;69432;33
Utvik stadion;1449000601;Eksisterende;Vikane IL;Vikane IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 45.00 ;  ;  ;424050;24900;5;6881741;54128;33
Olden skule;1449003102;Eksisterende;Stryn kommune;Stryn kommune;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;427270;39870;;6882876;69429;33
Åland grusbane;1449003801;Eksisterende;Hardbagg IL;Hardbagg IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 52.00 ;  ;  ;431925;14520;5;6890987;44910;33
Sindre grusbane;1449004001;Eksisterende;Markane IL;Markane IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 85.00 ;Bredde 40.00 ;  ;  ;437630;25450;5;6895144;56545;33
Bergmo ungdomsskole - grusbane;1502000102;Eksisterende;Molde kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;529000;-59380;5;6981047;103332;33
Romsdal vg skole - Kunstgressbane;1502000501;Eksisterende;Møre og Romsdal Fylkeskommune;Molde FK;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 70.00 ;Bredde 40.00 ;  ;  ;529350;58250;7;6981610;101768;33
Kviltorp skole - kunstgras;1502000902;Eksisterende;Molde kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 70.00 ;Bredde 40.00 ;  ;  ;529010;-58721;7;6980989;103990;33
Langmyra skole - grusbane;1502001002;Nedlagt;Molde kommune;Molde kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;528975;58100;5;6981259;101567;33
Langmyra kunstgressbane;1502001005;Eksisterende;Molde FK;Molde FK;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 60.00 ;Bredde 34.00 ;  ;  ;528932;57690;7;6981273;101155;33
Nordbyen skole grusbane;1502001301;Eksisterende;Molde kommune;Molde kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 90.00 ;Bredde 47.00 ;  ;  ;530210;-59320;5;6982246;103516;33
Sekken skole - kunstgrasbane;1502001501;Eksisterende;Molde kommune;Sekken IL;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 55.00 ;Bredde 30.00 ;  ;  ;518646;-53653;7;6970144;107975;33
Skjevik ungdomsskole - Kunstgressbane;1502001603;Eksisterende;Molde kommune;Molde kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;533555;-43580;7;6983961;119539;33
Vågsetra skole - grusbane;1502001804;Nedlagt;Molde kommune;Molde kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;525500;-49035;5;6976498;113278;33
Vågsetra skole kunstgressbane;1502001807;Eksisterende;Molde kommune;Skåla FK;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 60.00 ;Bredde 40.00 ;  ;  ;525479;-49108;7;6976484;113203;33
Vågsetra kunstgressbane i Molde (Skålabanen);1502001808;Eksisterende;Molde kommune;Skåla FK;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 60.00 meter;Bredde 40.00 meter;  ;  ;529429;-168450;7;6954708;419425;33
Ødegård skole - grusbane;1502001902;Eksisterende;Molde kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;536720;-32550;5;6985981;130850;33
Molde idrettspark - grasbane;1502002701;Eksisterende;Molde kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 103.00 ;Bredde 64.50 ;  ;  ;528690;56450;6;6981205;99891;33
